vi,en,ja
"Sau đó, giữ chặt dây dẫn hướng trên bề mặt da khi bạn trượt kim xuống chiều dài còn lại của dây dẫn hướng để lấy kim ra.","Then, securely hold the guidewire at the skin surface as you slide the needle down the remaining length of the guidewire to remove the needle.",続いて，ガイドワイヤーを皮膚表面でしっかりと保持しながら，ガイドワイヤーの残りの部分に沿って針をスライドさせて抜去する。
"Sử dụng dao mổ, rạch một vết nhỏ (<5 mm)="""" vào="""" vị="""" trí="""" chọc="""" ở="""" da,="""" tránh="""" tiếp="""" xúc="""" với="""" dây="""" dẫn="""" hướng,="""" để="""" mở="""" rộng="""" vị="""" trí="""" đó="""" và="""" cho="""" nó="""" phù="""" hợp="""" với="""" đường="""" kính="""" lớn="""" hơn="""" của="""" ống="""" thông="""" động="""" mạch="""">","Using the scalpel, make a small stab incision (< 5 mm) into the skin insertion site, avoiding contact with the guidewire, to enlarge the site and allow it to accommodate the larger diameter of the femoral arterial catheter.",ガイドワイヤーに触れないようにメスを用いて皮膚への刺入部位に小さな切開（5mm未満のstab incision）を入れて穿刺部位を拡大し，より径の大きい大腿動脈カテーテルが入るようにする。
"Đẩy ống thông qua dây dẫn hướng đến bề mặt da: Giữ cố định dây dẫn hướng trên bề mặt da, luồn đầu ống thông qua đầu xa của dây dẫn hướng và trượt ống thông xuống bề mặt da. Đầu xa của dây dẫn hướng bây giờ sẽ nhô ra khỏi cổng đốc.","Advance the catheter over the guidewire to the skin surface: Hold the guidewire fixed at the skin surface, thread the catheter tip over the distal end of the guidewire, and slide the catheter down to the skin surface. The distal end of the guidewire should now be protruding from the port hub.",カテーテルをガイドワイヤーの上に通して皮膚表面まで進める：ガイドワイヤーを皮膚表面に固定したまま，カテーテルの先端をガイドワイヤーの遠位端に通し，カテーテルを皮膚表面までスライドさせる。この時点で，ガイドワイヤーの遠位端がカテーテルのハブから出ているはずである。
"Nếu đầu xa của dây dẫn hướng không nhô ra khỏi cổng đốc, hãy nhích dây dẫn hướng ra ngoài khỏi bề mặt da trong khi giữ đầu ống thông gần bề mặt da cho đến khi dây dẫn hướng nhô ra.","If the distal end of the guidewire is not protruding from the port hub, inch the guidewire outward from the skin surface while holding the catheter tip close to the surface until the guidewire protrudes.",ガイドワイヤーの遠位端がカテーテルのハブから出ていない場合は，カテーテル先端を皮膚の表面付近に保持したまま，ガイドワイヤーがハブから顔を出すまでガイドワイヤーを皮膚表面から少しずつ外へ出す。
"Đẩy ống thông vào động mạch: Nắm chặt và điều khiển dây dẫn hướng ở nơi nó nhô ra khỏi đốc. Giữ ống thông gần đầu dây dẫn hướng và đưa đầu ống qua da. Sau đó, sử dụng chuyển động vặn nút chai khi cần thiết, đẩy dần toàn bộ chiều dài của ống thông động mạch đùi.","Advance the catheter into the artery: Grasp and control the guidewire where it protrudes from the hub. Hold the catheter near its tip and insert the tip through the skin. Then, using a corkscrew motion as necessary, incrementally advance the entire length of the femoral arterial catheter.",カテーテルを動脈内に進める：ガイドワイヤーがハブから出ているところをつかんでガイドワイヤーを制御する。カテーテルの先端付近を持ち，先端を皮膚に潜らせて挿入する。続いて，必要に応じて捻るような動きを取り入れて，大腿動脈カテーテル全体を徐々に前進させる。
Sử dụng phương pháp siêu âm để xác minh vị trí đặt ống thông trong động mạch.,Use ultrasonography to verify intra-arterial placement of the catheter.,カテーテルが動脈内に留置されていることを超音波で確認する。
Tiếp tục nắm cả dây dẫn hướng và ống thông.,Maintain your grasp on both the guidewire and the catheter.,ガイドワイヤーとカテーテルの両方をしっかりとつかんでおく。
Rút dây dẫn hướng: Rút dây dẫn hướng trong khi giữ cố định ống thông ở vị trí trên bề mặt da. Dùng ngón tay cái của bạn che đốc.,Remove the guidewire: Withdraw the guidewire while holding the catheter securely in place at the skin surface. Cover the hub with your thumb.,ガイドワイヤーを抜去する：カテーテルを皮膚表面にしっかりと固定したまま，ガイドワイヤーを引き抜く。ハブを母指で覆う。
Lắp ống đầu dò áp lực động mạch (đã được rửa sạch bằng nước muối sinh lý) vào đốc ống thông và xác minh dạng sóng áp lực động mạch trên màn hình điều khiển.,Attach the arterial pressure transducer tubing (pre-flushed with saline) to the catheter hub and verify an arterial pressure waveform on the monitor screen.,動脈圧トランスデューサーのチューブ（生理食塩水であらかじめフラッシュしておく）をカテーテルのハブに取り付け，モニター画面上で動脈圧波形を確認する。
"Nếu bệnh nhân tỉnh hoặc ít an thần, dùng lidocain 1% để gây tê da tại các vị trí đã định khâu.","If the patient is awake or minimally sedated, use 1% lidocaine to numb the skin at the planned suture locations.",患者が覚醒しているか，最小限の鎮静しか受けていない場合，予定縫合部位の皮膚を1％リドカインで麻酔する。
Đặt một đĩa tẩm chlorhexidine lên da tại điểm đặt ống thông.,Place a chlorhexidine-impregnated disk on the skin at the catheter insertion point.,カテーテル挿入部位の皮膚にクロルヘキシジン含浸スポンジドレッシングを置く。
Khâu kẹp gắn trên ống thông vào da.,Suture the skin to the mounting clip on the catheter.,皮膚をカテーテルの固定用クリップに縫い付ける。
Đắp băng kín vô trùng. Băng keo trong suốt thường được sử dụng.,Apply a sterile occlusive dressing. Transparent membrane dressings are commonly used.,滅菌の閉鎖性ドレッシングを貼付する。一般に透明のフィルムドレッシングが用いられる。
Không bao giờ nắm lỏng dây dẫn hướng,Never lose grasp of the guidewire.,ガイドワイヤーをつかんでいる手を決して離さないこと。
"Trong thời gian ngừng tim phổi, hoặc thậm chí huyết áp thấp và thiếu oxy, máu động mạch có thể sẫm màu và không đập và có thể bị nhầm với máu tĩnh mạch.","During cardiopulmonary arrest, or even low blood pressure and hypoxia, arterial blood may be dark and not pulsatile and may be mistaken for venous blood.",心肺停止中，あるいは低血圧や低酸素血症がある状態では，動脈血が暗く非拍動性のことがあり，静脈血と見誤ることがある。
"Để giúp ngăn ngừa thuyên tắc khí, các ống thông mạch máu trung tâm cần phải được đặt (và lấy ra) khi có xác định vị trí đặt ống thông mạch máu phụ thuộc vào tim.","To help prevent air embolism, central vascular catheters should be inserted (and removed) with the vascular cannulation site positioned dependent to the heart.",空気塞栓症を予防するため，CVCの挿入（および抜去）は，血管カテーテル挿入部位を心臓より低い位置に置いた状態で行うべきである。
